,Federal Provider Number,Provider Name,Provider State,Survey Date,Survey Type,Deficiency Prefix,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency
76519,195203,WALDON HEALTH CARE CENTER,LA,05/02/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/14/2019,1,Y,True
76537,185177,GRAYSON NURSING AND REHABILITATION,KY,09/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/15/2018,1,Y,False
76568,185260,LITTLE SISTERS OF THE POOR,KY,06/05/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/13/2019,1,Y,False
76602,195469,AMELIA MANOR NURSING HOME,LA,02/28/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/14/2019,1,Y,False
76616,185095,"HILLCREEK REHAB AND CARE, LLC",KY,02/01/2019,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",03/11/2019,1,Y,False
76653,185467,CARDINAL HILL SKILLED REHABILITATION UNIT,KY,02/13/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/31/2019,1,Y,False
76657,195617,LANE NSG HOME AN AFFILIATE OF LANE REG MEDICAL CTR,LA,01/11/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/22/2019,1,Y,False
76688,195464,ELLINGTON ( THE ),LA,08/29/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/30/2019,1,Y,False
76728,185304,PRESTONSBURG HEALTH CARE CENTER,KY,09/27/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/15/2019,1,Y,False
76735,185301,REGIS WOODS,KY,04/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/29/2019,1,N,True
76740,195398,"WEST CARROLL CARE CENTER, INC",LA,08/29/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/11/2019,1,Y,False
76742,215037,KESWICK MULTI-CARE CENTER,MD,08/15/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/29/2019,1,Y,False
76900,195585,SHADY LAKE NURSING HOME,LA,08/22/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/04/2019,1,Y,False
76906,195602,CHATEAU TERREBONNE HEALTH CARE,LA,11/07/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/11/2019,1,Y,False
76940,195305,SOUTH LAFOURCHE NURSING & REHAB,LA,09/26/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/10/2019,1,Y,False
76948,205067,COVE'S EDGE,ME,07/18/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/02/2019,1,Y,False
76951,185418,BOYD NURSING AND REHABILITATION,KY,10/04/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/14/2019,1,Y,False
76978,215033,LEVINDALE HEBREW GER CTR & HSP,MD,06/25/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/29/2018,1,Y,False
76983,185254,RIDGEWAY NURSING & REHABILITATION FACILITY,KY,08/08/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/06/2019,1,Y,False
76993,185352,STANTON NURSING AND REHABILITATION CENTER,KY,02/14/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/14/2019,1,Y,False
76994,195634,CORNERSTONE AT THE RANCH,LA,09/26/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/10/2019,1,Y,False
77028,185456,SENECA PLACE,KY,05/24/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/22/2019,1,Y,False
77066,185192,"ST MATTHEWS CARE AND REHAB CENTER, LLC",KY,09/28/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/08/2019,1,Y,False
77077,195399,"JENA NURSING AND REHABILITATION CENTER, LLC",LA,03/29/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/09/2019,1,Y,False
77101,195416,"ROSEPINE RETIREMENT & REHAB CENTER, LLC",LA,09/12/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/24/2019,1,Y,False
77158,185273,"OWSLEY COUNTY HEALTH CARE CENTER, INC",KY,04/04/2019,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",05/15/2019,1,Y,False
77173,215024,MANOR CARE HEALTH SERVICES - HYATTSVILLE,MD,06/04/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/07/2019,1,N,True
77181,195512,COLONIAL CARE RETIREMENT CENTER,LA,07/11/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/25/2019,1,Y,False
77184,185142,MAYFIELD HEALTH AND REHABILITATION,KY,04/23/2019,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",06/13/2019,1,Y,False
77189,195324,HERITAGE MANOR OF FRANKLINTON,LA,04/04/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/16/2019,1,Y,False
77197,185134,HAZARD HEALTH AND REHABILITATION CENTER,KY,06/20/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/19/2019,1,Y,False
77228,195601,HIGH HOPE CARE CENTER,LA,01/24/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/10/2019,1,Y,False
77231,205011,BARRON CENTER,ME,12/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/10/2019,1,Y,False
77234,185484,THE SEASONS AT ALEXANDRIA,KY,05/16/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/14/2019,1,Y,False
77270,195635,CAPITAL OAKS NURSING & REHABILITATION CENTER LLC,LA,12/06/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/04/2019,1,Y,False
77274,185160,LEXINGTON COUNTRY PLACE,KY,01/31/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/29/2019,1,Y,False
77283,205083,MADIGAN ESTATES,ME,10/23/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/29/2019,1,Y,False
77289,195365,MAISON DE LAFAYETTE,LA,08/06/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/06/2019,1,N,True
77294,185443,KENSINGTON CENTER,KY,10/18/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/10/2019,1,Y,False
77299,185029,CHRISTIAN HEALTH CENTER,KY,03/15/2019,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",05/08/2019,1,Y,False
77312,185221,SALYERSVILLE NURSING AND REHABILITATION CENTER,KY,04/03/2019,Health,F,880,Provide and implement an infection prevention and control program.,K,"Deficient, Provider has date of correction",05/06/2019,1,N,True
77337,195532,TOWN AND COUNTRY HEALTH & REHAB,LA,07/25/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/17/2019,1,Y,False
77341,185197,NORTHPOINT/LEXINGTON HEALTHCARE CENTER,KY,09/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/22/2019,1,Y,False
77350,215007,WICOMICO NURSING HOME,MD,06/13/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/15/2019,1,Y,False
77359,195488,NOTTINGHAM REGIONAL REHAB CENTER,LA,05/24/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/28/2019,1,Y,False
77376,185389,EDGEMONT HEALTHCARE,KY,03/07/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/03/2019,1,Y,False
77438,185246,ROCKCASTLE HEALTH AND REHABILITATION CENTER,KY,04/25/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/24/2019,1,Y,False
77444,185168,SIGNATURE HEALTHCARE OF MONROE COUNTY REHAB & WELL,KY,04/18/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/18/2019,1,Y,False
77486,185228,WESTERN STATE NURSING FACILITY,KY,11/21/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/05/2020,1,Y,False
77528,195584,ALLEN OAKS NURSING AND REHAB CENTER,LA,02/27/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/22/2019,1,Y,False
77536,195523,BELLE MAISON NURSING & REHABILITATION L L C,LA,04/10/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/26/2019,1,N,True
77570,195542,OAKS (THE),LA,08/15/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/29/2019,1,Y,False
77579,205106,"EASTSIDE CENTER FOR HEALTH & REHABILITATION, LLC",ME,08/27/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/04/2019,1,Y,False
77587,215048,MANOR CARE HEALTH SERVICES - WHEATON,MD,08/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/14/2018,1,Y,False
77594,215069,ORCHARD HILL REHABILITATION AND HEALTHCARE CENTER,MD,09/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/08/2018,1,Y,False
77598,185241,MADONNA MANOR,KY,10/25/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/13/2019,1,Y,False
77626,185366,CORBIN HEALTH AND REHABILITATION CENTER,KY,09/12/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/14/2019,1,Y,False
77627,185207,MAYSVILLE NURSING AND REHABILITATION FACILITY,KY,02/21/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/22/2019,1,Y,False
77629,195297,PONTCHARTRAIN HEALTH CARE CENTER,LA,01/11/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/25/2019,1,Y,False
77668,195476,CAPITOL HOUSE NURSING AND REHAB CENTER,LA,05/10/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/07/2019,1,Y,False
77675,185013,"BRIGHTON CORNERSTONE GROUP, LLC",KY,12/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/11/2019,1,Y,False
77679,185339,IRVINE NURSING AND REHABILITATION CENTER,KY,04/04/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/27/2019,1,Y,False
77701,215090,LOCH RAVEN CENTER,MD,01/10/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/01/2019,1,Y,False
77704,185349,SIGNATURE HEALTHCARE AT JEFFERSON PLACE REHAB & WE,KY,03/08/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/02/2019,1,Y,False
77754,215001,BALLENGER CREEK CENTER,MD,11/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/02/2019,1,Y,False
77768,17E613,LOGAN COUNTY MANOR - LTCU,KS,02/28/2019,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",04/04/2019,1,Y,False
77774,185150,KNOTT COUNTY HEALTH AND REHABILITATION CENTER,KY,07/25/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/23/2019,1,Y,False
77792,195599,LEGACY NURSING AND REHABILITATION OF PORT ALLEN,LA,04/04/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/10/2019,1,Y,False
